Author,Study_ID,Effectsize_ID,Case_ID,Year,Basin_ID,Basin,Region_ID,Region,Country_ID,Country,Site_ID,Site,Forest_type,Holdridge_ID,Holdridge_life_zone,Latitude,Longitude,Elevation_m,MAP_mm,MAT_C,MAT_MAP_x100,Rock_type_ID,Rock_type,RockP_ID,RockP_class,Par_Mat_ID,Par_Mat,Soil_ID,USDA_Soil_order,Hedley_totalsoilP_Bicarb_OH_Pt,Other_soil_P,Other_soil_P_Unit,Treatment_ID,Treatment,Fraction,Variable,Raw_Unit,Gale_wind_duration_minutes,Fujita_scale,StormFrequencyNorm,YearsSinceLastStorm,DisturbanceYear,DisturbanceName,DisturbanceClass,DisturbanceDate,Distance_to_Disturb_km,Disturb_Rainfall_mm,HURRECON_wind_ms,WMO_wind_ms,WMO_wind_kts,WMO_press_mb,TSD_months,Cat_TSD_months,Post_Mean,Post_SD,Pre_Mean,Pre_SD,S_size,PostMonth,Pre_Mean_MonthSpecific,Pre_SD_MonthSpecific
Walker et al,18,456,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,Misc fall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,50,Rec,0.4,0.12,0.11,0.04,200,November,0.11,0.03
Walker et al,18,457,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,8,Rec,1.42,0.26,2.53,0.72,200,May,5.19,1.3
Walker et al,18,458,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,11,Rec,1.59,0.26,2.53,0.72,200,August,2.34,0.58
Walker et al,18,459,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,14,Rec,1,0.14,2.53,0.72,200,November,1.61,0.4
Walker et al,18,460,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,17,Rec,1.14,0.06,2.53,0.72,200,February,1.2,0.3
Walker et al,18,461,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,20,Rec,2.03,0.18,2.53,0.72,200,May,5.19,1.3
Walker et al,18,462,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,23,Rec,2.43,0.2,2.53,0.72,200,August,2.34,0.58
Walker et al,18,463,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,26,Rec,1.65,1.3,2.53,0.72,200,November,1.61,0.4
Walker et al,18,464,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,29,Rec,2.02,1.42,2.53,0.72,200,February,1.2,0.3
Walker et al,18,465,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,32,Rec,2.93,0.7,2.53,0.72,200,May,5.19,1.3
Walker et al,18,466,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,35,Rec,2.71,0.38,2.53,0.72,200,August,2.34,0.58
Walker et al,18,467,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,38,Rec,1.44,0.16,2.53,0.72,200,November,1.61,0.4
Walker et al,18,468,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,41,Rec,2.89,0.9,2.53,0.72,200,February,1.2,0.3
Walker et al,18,469,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,44,Rec,2.8,1.06,2.53,0.72,200,May,5.19,1.3
Walker et al,18,470,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,47,Rec,1.83,0.24,2.53,0.72,200,August,2.34,0.58
Walker et al,18,471,18.2,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,7,El Verde,Tabonuco,9,Subtropical Wet,18.321122,-65.8199501,425,3500,23,0.657,2,Basalt,3,High,14,Volcaniclastic,6,Ultisol,130,340,mg/kg,2,DebRem,TotLitfall,Mass,g/m2/day,3810,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,175,45,56.6,110,946,50,Rec,1.53,0.26,2.53,0.72,200,November,1.61,0.4
Walker et al,18,472,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,2,Rec,0.1,0.02,0.67,0.02,120,November,0.82,0.2
Walker et al,18,473,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,5,Rec,0.18,0.02,0.67,0.02,120,February,0.88,0.22
Walker et al,18,474,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,8,Rec,0.22,0.02,0.67,0.02,120,May,0.45,0.11
Walker et al,18,475,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,11,Rec,0.19,0.02,0.67,0.02,120,August,0.68,0.17
Walker et al,18,476,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,14,Rec,0.3,0.02,0.67,0.02,120,November,0.82,0.2
Walker et al,18,477,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,17,Rec,0.43,0.07,0.67,0.02,120,February,0.88,0.22
Walker et al,18,478,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,20,Rec,0.38,0.05,0.67,0.02,120,May,0.45,0.11
Walker et al,18,479,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,23,Rec,0.43,0.05,0.67,0.02,120,August,0.68,0.17
Walker et al,18,480,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,26,Rec,0.53,0.05,0.67,0.02,120,November,0.82,0.2
Walker et al,18,481,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,29,Rec,0.34,0.02,0.67,0.02,120,February,0.88,0.22
Walker et al,18,482,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,32,Rec,0.32,0.05,0.67,0.02,120,May,0.45,0.11
Walker et al,18,483,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,35,Rec,0.3,0.02,0.67,0.02,120,August,0.68,0.17
Walker et al,18,484,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,38,Rec,0.49,0.1,0.67,0.02,120,November,0.82,0.2
Walker et al,18,485,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,41,Rec,0.37,0.02,0.67,0.02,120,February,0.88,0.22
Walker et al,18,486,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,44,Rec,0.43,0.05,0.67,0.02,120,May,0.45,0.11
Walker et al,18,487,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Leaf fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,47,Rec,0.35,0.05,0.67,0.02,120,August,0.68,0.17
Walker et al,18,488,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,2,Rec,0.02,0.02,0.12,0.02,120,November,0.06,0.02
Walker et al,18,489,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,5,Rec,0.06,0.02,0.12,0.02,120,February,0.08,0.02
Walker et al,18,490,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,8,Rec,0.12,0.02,0.12,0.02,120,May,0.01,0.01
Walker et al,18,491,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,11,Rec,0.05,0.02,0.12,0.02,120,August,0.08,0.02
Walker et al,18,492,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,14,Rec,0.02,0.02,0.12,0.02,120,November,0.06,0.02
Walker et al,18,493,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,17,Rec,0.13,0.05,0.12,0.02,120,February,0.08,0.02
Walker et al,18,494,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,20,Rec,0.13,0.02,0.12,0.02,120,May,0.01,0.01
Walker et al,18,495,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,23,Rec,0.16,0.02,0.12,0.02,120,August,0.08,0.02
Walker et al,18,496,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,26,Rec,0.06,0.02,0.12,0.02,120,November,0.06,0.02
Walker et al,18,497,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,29,Rec,0.05,0.02,0.12,0.02,120,February,0.08,0.02
Walker et al,18,498,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,32,Rec,0.06,0.02,0.12,0.02,120,May,0.01,0.01
Walker et al,18,499,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,35,Rec,0.05,0.02,0.12,0.02,120,August,0.08,0.02
Walker et al,18,500,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,38,Rec,0.1,0.02,0.12,0.02,120,November,0.06,0.02
Walker et al,18,501,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,41,Rec,0.5,0.88,0.12,0.02,120,February,0.08,0.02
Walker et al,18,502,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,44,Rec,0.08,0.02,0.12,0.02,120,May,0.01,0.01
Walker et al,18,503,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Wood fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,47,Rec,0.01,0.02,0.12,0.02,120,August,0.08,0.02
Walker et al,18,504,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Misc fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,2,Rec,0.1,0.07,0.06,0.02,120,November,0.1,0.03
Walker et al,18,505,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Misc fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,5,Rec,0.04,0.02,0.06,0.02,120,February,0.15,0.04
Walker et al,18,506,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Misc fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,8,Rec,0.01,0.02,0.06,0.02,120,May,0.07,0.02
Walker et al,18,507,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Misc fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,11,Rec,0.04,0.02,0.06,0.02,120,August,0.1,0.02
Walker et al,18,508,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Misc fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,14,Rec,0.07,0.05,0.06,0.02,120,November,0.1,0.03
Walker et al,18,509,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Misc fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,17,Rec,0.01,0.02,0.06,0.02,120,February,0.15,0.04
Walker et al,18,510,18.4,1996,1,North Atlantic,1,Caribbean,1,Puerto Rico,6,East Peak,Cloud,5,Subtropical Lowermontane Rain,18.266667,-65.75,1000,4200,18.5,0.44,6,Shale,3,High,13,Volcanic siltstone,3,Inceptisol,,260,mg/kg,1,Ambient,Misc fall,Mass,g/m2/day,3780,5,0.32,4.9,1989,Hugo,Hurricane,18-Sep-89,15,300,46,56.6,110,946,20,Rec,0.01,0.02,0.06,0.02,120,May,0.07,0.02
